id,nome,preco,taxa
4802,Eletronico 4802,3905.01,0.12
4803,Eletronico 4803,4050.73,0.13
4804,Eletronico 4804,2350.91,0.13
4805,Eletronico 4805,4797.34,0.12
4806,Eletronico 4806,1591.36,0.06
4807,Eletronico 4807,3215.81,0.06
4808,Eletronico 4808,866.6,0.07
4809,Eletronico 4809,1154.02,0.14
4810,Eletronico 4810,3238.66,0.2
4811,Eletronico 4811,483.13,0.12
4812,Eletronico 4812,195.81,0.19
4813,Eletronico 4813,2119.16,0.19
4814,Eletronico 4814,4994.45,0.18
4815,Eletronico 4815,2804.32,0.1
4816,Eletronico 4816,1983.21,0.06
4817,Eletronico 4817,2451.61,0.17
4818,Eletronico 4818,1204.81,0.09
4819,Eletronico 4819,512.53,0.13
4820,Eletronico 4820,4166.56,0.14
4821,Eletronico 4821,642.69,0.13
4822,Eletronico 4822,3218.6,0.18
4823,Eletronico 4823,4425.62,0.16
4824,Eletronico 4824,1704.62,0.16
4825,Eletronico 4825,1443.13,0.16
4826,Eletronico 4826,3482.56,0.05
4827,Eletronico 4827,1701.26,0.11
4828,Eletronico 4828,3584.01,0.18
4829,Eletronico 4829,3192.17,0.16
4830,Eletronico 4830,1684.4,0.16
4831,Eletronico 4831,3658.93,0.18
4832,Eletronico 4832,3134.51,0.16
4833,Eletronico 4833,1090.43,0.19
4834,Eletronico 4834,57.37,0.1
4835,Eletronico 4835,4551.82,0.09
4836,Eletronico 4836,1602.42,0.13
4837,Eletronico 4837,3527.03,0.17
4838,Eletronico 4838,1373.14,0.06
4839,Eletronico 4839,2444.55,0.18
4840,Eletronico 4840,1729.25,0.07
4841,Eletronico 4841,4388.87,0.07
4842,Eletronico 4842,2407.92,0.05
4843,Eletronico 4843,368.77,0.19
4844,Eletronico 4844,2479.88,0.18
4845,Eletronico 4845,3765.3,0.16
4846,Eletronico 4846,4001.19,0.1
4847,Eletronico 4847,1603.72,0.14
4848,Eletronico 4848,2551.39,0.09
4849,Eletronico 4849,1904.2,0.13
4850,Eletronico 4850,588.13,0.12
4851,Eletronico 4851,1026.35,0.1
4852,Eletronico 4852,4041.97,0.13
4853,Eletronico 4853,3595.72,0.2
4854,Eletronico 4854,3573.66,0.16
4855,Eletronico 4855,3385.67,0.06
4856,Eletronico 4856,4385.29,0.11
4857,Eletronico 4857,1118.87,0.12
4858,Eletronico 4858,3480.13,0.08
4859,Eletronico 4859,4763.41,0.19
4860,Eletronico 4860,3234.92,0.17
4861,Eletronico 4861,1992.99,0.12
4862,Eletronico 4862,1184.11,0.14
4863,Eletronico 4863,703.44,0.11
4864,Eletronico 4864,1140.32,0.09
4865,Eletronico 4865,682.2,0.19
4866,Eletronico 4866,1696.34,0.11
4867,Eletronico 4867,765.83,0.18
4868,Eletronico 4868,1964.35,0.13
4869,Eletronico 4869,3947.66,0.18
4870,Eletronico 4870,1175.79,0.05
4871,Eletronico 4871,2580.63,0.11
4872,Eletronico 4872,3273.69,0.13
4873,Eletronico 4873,3852.61,0.14
4874,Eletronico 4874,3710.73,0.06
4875,Eletronico 4875,3219.67,0.06
4876,Eletronico 4876,4406.64,0.09
4877,Eletronico 4877,1518.89,0.12
4878,Eletronico 4878,919.46,0.07
4879,Eletronico 4879,1590.88,0.19
4880,Eletronico 4880,3801.11,0.06
4881,Eletronico 4881,3374.84,0.1
4882,Eletronico 4882,3798.24,0.18
4883,Eletronico 4883,2196.83,0.17
4884,Eletronico 4884,1456.3,0.16
4885,Eletronico 4885,1550.14,0.18
4886,Eletronico 4886,3593.2,0.12
4887,Eletronico 4887,572.68,0.08
4888,Eletronico 4888,4102.31,0.06
4889,Eletronico 4889,3446.39,0.2
4890,Eletronico 4890,212.39,0.08
4891,Eletronico 4891,1182.67,0.08
4892,Eletronico 4892,3705.66,0.19
4893,Eletronico 4893,282.74,0.1
4894,Eletronico 4894,928.47,0.18
4895,Eletronico 4895,102.64,0.05
4896,Eletronico 4896,4751.8,0.19
4897,Eletronico 4897,2867.4,0.11
4898,Eletronico 4898,3455.24,0.19
4899,Eletronico 4899,2984.89,0.1
4900,Eletronico 4900,1418.78,0.16
4901,Eletronico 4901,2753.32,0.18
4902,Eletronico 4902,4054.02,0.19
4903,Eletronico 4903,56.46,0.05
4904,Eletronico 4904,86.92,0.17
4905,Eletronico 4905,2680.3,0.09
4906,Eletronico 4906,4371.58,0.17
4907,Eletronico 4907,4027.47,0.17
4908,Eletronico 4908,2146.84,0.12
4909,Eletronico 4909,436.54,0.1
4910,Eletronico 4910,4055.4,0.1
4911,Eletronico 4911,3398.04,0.12
4912,Eletronico 4912,2383.73,0.08
4913,Eletronico 4913,872.38,0.09
4914,Eletronico 4914,1492.1,0.19
4915,Eletronico 4915,217.09,0.07
4916,Eletronico 4916,593.01,0.17
4917,Eletronico 4917,3698.19,0.05
4918,Eletronico 4918,2584.27,0.1
4919,Eletronico 4919,2083.0,0.17
4920,Eletronico 4920,3712.17,0.17
4921,Eletronico 4921,4267.2,0.1
4922,Eletronico 4922,350.45,0.13
4923,Eletronico 4923,1913.54,0.08
4924,Eletronico 4924,758.53,0.17
4925,Eletronico 4925,1768.27,0.19
4926,Eletronico 4926,4462.04,0.09
4927,Eletronico 4927,4581.48,0.18
4928,Eletronico 4928,1031.84,0.08
4929,Eletronico 4929,4826.34,0.07
4930,Eletronico 4930,2462.54,0.16
4931,Eletronico 4931,3667.54,0.11
4932,Eletronico 4932,4239.57,0.12
4933,Eletronico 4933,4561.07,0.05
4934,Eletronico 4934,3693.76,0.16
4935,Eletronico 4935,1329.47,0.16
4936,Eletronico 4936,1750.28,0.14
4937,Eletronico 4937,3026.23,0.1
4938,Eletronico 4938,336.67,0.13
4939,Eletronico 4939,2296.58,0.08
4940,Eletronico 4940,2790.09,0.06
4941,Eletronico 4941,3965.53,0.08
4942,Eletronico 4942,1590.02,0.13
4943,Eletronico 4943,1457.21,0.19
4944,Eletronico 4944,3698.32,0.17
4945,Eletronico 4945,3657.51,0.07
4946,Eletronico 4946,2850.54,0.13
4947,Eletronico 4947,737.81,0.2
4948,Eletronico 4948,2287.01,0.13
4949,Eletronico 4949,3655.92,0.11
4950,Eletronico 4950,716.89,0.1
4951,Eletronico 4951,410.13,0.06
4952,Eletronico 4952,2189.82,0.13
4953,Eletronico 4953,62.51,0.14
4954,Eletronico 4954,1898.12,0.1
4955,Eletronico 4955,4240.67,0.05
4956,Eletronico 4956,4668.84,0.16
4957,Eletronico 4957,688.41,0.08
4958,Eletronico 4958,3485.95,0.1
4959,Eletronico 4959,3718.56,0.14
4960,Eletronico 4960,2270.83,0.09
4961,Eletronico 4961,4969.15,0.06
4962,Eletronico 4962,915.34,0.07
4963,Eletronico 4963,174.26,0.19
4964,Eletronico 4964,115.4,0.1
4965,Eletronico 4965,2119.74,0.13
4966,Eletronico 4966,2548.5,0.17
4967,Eletronico 4967,3949.22,0.05
4968,Eletronico 4968,2517.1,0.08
4969,Eletronico 4969,2436.62,0.06
4970,Eletronico 4970,857.97,0.11
4971,Eletronico 4971,2423.37,0.06
4972,Eletronico 4972,2670.63,0.17
4973,Eletronico 4973,2649.84,0.14
4974,Eletronico 4974,2584.86,0.19
4975,Eletronico 4975,1214.72,0.07
4976,Eletronico 4976,2753.94,0.13
4977,Eletronico 4977,3072.96,0.05
4978,Eletronico 4978,628.02,0.16
4979,Eletronico 4979,1611.68,0.2
4980,Eletronico 4980,311.29,0.12
4981,Eletronico 4981,1647.77,0.14
4982,Eletronico 4982,4452.71,0.06
4983,Eletronico 4983,1779.45,0.15
4984,Eletronico 4984,2692.36,0.17
4985,Eletronico 4985,4334.26,0.13
4986,Eletronico 4986,674.27,0.15
4987,Eletronico 4987,3343.29,0.08
4988,Eletronico 4988,3019.74,0.09
4989,Eletronico 4989,2894.58,0.11
4990,Eletronico 4990,4062.43,0.13
4991,Eletronico 4991,4736.96,0.06
4992,Eletronico 4992,2123.78,0.16
4993,Eletronico 4993,2195.25,0.17
4994,Eletronico 4994,1867.12,0.05
4995,Eletronico 4995,1760.76,0.18
4996,Eletronico 4996,2631.65,0.05
4997,Eletronico 4997,4885.58,0.14
4998,Eletronico 4998,2188.77,0.2
4999,Eletronico 4999,3518.75,0.07
5000,Eletronico 5000,3092.39,0.18
